time,E,N,U
1733986464.000000,-0.359467,1.239481,1.636381
1733986465.000000,-0.357234,1.211004,1.863190
1733986466.000000,-0.350901,1.228495,2.012733
1733986467.000000,-0.278989,1.227948,2.096741
1733986468.000000,-0.212331,1.183070,2.261050
1733986469.000000,-0.167650,1.145127,2.410814
1733986470.000000,-0.118567,1.120315,2.208283
1733986471.000000,-0.077419,1.100708,2.079343
1733986472.000000,-0.041191,1.147781,1.818776
1733986473.000000,-0.036612,1.148231,1.743896
1733986474.000000,-0.008681,1.202532,1.525547
1733986475.000000,-0.055720,1.197493,1.549285
1733986476.000000,-0.053115,1.166038,1.413670
1733986477.000000,-0.163659,1.136532,1.659027
1733986478.000000,-0.111624,1.300121,1.398372
1733986479.000000,-0.053328,1.410477,0.879452
1733986480.000000,0.077402,1.435512,0.398961
1733986481.000000,0.201787,1.497739,0.059419
1733986482.000000,0.341951,1.566224,-0.324611
1733986483.000000,0.406209,1.610737,-0.669468
1733986484.000000,0.476833,1.654989,-0.833088
1733986485.000000,0.513914,1.740889,-0.890038
1733986486.000000,0.560049,1.779530,-1.049813
1733986487.000000,0.552138,1.873135,-1.123479
1733986488.000000,0.543472,1.944457,-1.090498
1733986489.000000,0.500733,1.978019,-1.037354
1733986490.000000,0.540337,1.928145,-1.128804
1733986491.000000,0.526069,1.823923,-1.175988
1733986492.000000,0.448664,1.802256,-1.156923
1733986493.000000,0.471779,1.685447,-1.108879
1733986494.000000,0.528438,1.612895,-1.178400
1733986495.000000,0.550084,1.546192,-1.174367
1733986496.000000,0.602279,1.457396,-1.145001
1733986497.000000,0.619152,1.365114,-0.958812
1733986498.000000,0.596687,1.405502,-1.031804
1733986499.000000,0.575196,1.383477,-1.284062
1733986500.000000,0.563497,1.413687,-1.213504
1733986502.000000,0.570643,1.499326,-1.417925
1733986503.000000,0.548810,1.572843,-1.384466
1733986504.000000,0.565631,1.652543,-1.360045
1733986505.000000,0.587150,1.706075,-1.353520
1733986506.000000,0.625291,1.699741,-1.275158
1733986507.000000,0.689611,1.677133,-1.213265
1733986508.000000,0.715823,1.656478,-1.237584
1733986509.000000,0.748710,1.598161,-1.213231
1733986510.000000,0.743920,1.666405,-1.220847
1733986511.000000,0.710583,1.665560,-0.913470
1733986512.000000,0.716664,1.703523,-0.770847
1733986513.000000,0.780940,1.730439,-0.962235
1733986514.000000,0.865780,1.738544,-0.989284
1733986515.000000,0.877491,1.924427,-0.747194
1733986516.000000,0.943228,1.947609,-0.874822
1733986517.000000,0.951798,2.005341,-0.740879
1733986518.000000,0.604133,1.927501,-0.393056
1733986519.000000,0.521565,2.089188,-0.390896
1733986520.000000,0.444719,2.071594,-0.496365
1733986521.000000,0.503011,2.029293,-0.406212
1733986522.000000,0.520294,1.850821,-0.079158
1733986523.000000,0.449915,2.057104,-0.115554
1733986524.000000,0.415443,2.154954,-0.078111
1733986525.000000,0.333112,2.016832,0.040911
1733986526.000000,0.188172,2.207775,0.648618
1733986527.000000,0.202052,2.050556,0.657315
1733986528.000000,0.161508,1.995243,0.443255
