time,E,N,U
1733985255.000000,5.347618,2.648020,24.493446
1733985256.000000,5.209672,3.057239,21.000422
1733985257.000000,4.506033,4.705181,19.489230
1733985258.000000,4.189433,6.284805,21.794088
1733985259.000000,3.626747,6.216891,21.098239
1733985260.000000,3.067708,6.636914,23.280937
1733985261.000000,3.205452,7.236794,18.863506
1733985262.000000,2.868559,7.252771,18.331178
1733985263.000000,2.660871,7.483688,16.976461
1733985264.000000,2.371201,6.966882,17.842735
1733985265.000000,2.338389,5.692301,16.649534
1733985266.000000,2.101420,6.302494,15.849784
1733985267.000000,2.695027,6.676642,14.298262
1733985268.000000,2.392352,6.483341,13.713206
1733985269.000000,1.984838,6.780909,13.445831
1733985270.000000,1.745544,6.651609,12.542118
1733985271.000000,1.691175,7.157632,12.390240
1733985272.000000,1.328004,7.029578,14.894525
1733985273.000000,1.269367,6.933799,11.397551
1733985274.000000,1.078045,7.152998,12.327176
1733985275.000000,0.884087,7.209710,11.299492
1733985276.000000,0.867819,7.181532,12.294103
1733985277.000000,0.821418,7.038388,13.622829
1733985278.000000,0.177503,6.551556,13.872828
1733985279.000000,0.165890,6.352621,13.205322
1733985280.000000,-1.577935,5.467537,14.425333
1733985281.000000,0.758821,6.447905,13.623127
1733985282.000000,0.496239,6.368755,19.259038
1733985283.000000,0.590522,6.847929,20.585524
1733985284.000000,0.342759,6.960204,21.576179
1733985285.000000,1.590196,6.760358,20.974379
1733985286.000000,4.010049,4.402701,27.420048
1733985287.000000,6.125909,2.675507,34.001840
1733985288.000000,3.822623,-0.742907,31.734475
1733985289.000000,6.186885,-2.307985,41.581179
1733985290.000000,4.538601,-1.893702,42.124620
1733985291.000000,2.611210,-2.600363,38.083772
1733985292.000000,1.162029,-0.685384,31.339828
1733985293.000000,-0.270417,1.337542,27.801924
1733985294.000000,-0.197235,2.495166,23.198797
1733985295.000000,0.933759,3.194962,19.642856
1733985296.000000,0.472001,3.021428,19.631400
1733985297.000000,0.094190,3.398973,18.925841
1733985298.000000,0.026290,3.560286,18.707293
1733985299.000000,0.210419,2.849929,21.394368
1733985300.000000,-0.099356,1.995839,25.184628
1733985301.000000,-0.924974,2.149982,26.031141
1733985302.000000,-1.710625,1.602665,25.953427
1733985303.000000,-2.120269,1.475324,26.973608
1733985304.000000,-2.174615,-0.719333,30.881389
1733985305.000000,-1.964858,-1.510474,33.572950
1733985306.000000,-2.011463,-2.214849,34.859426
1733985307.000000,-1.716379,-2.551900,35.654668
1733985308.000000,-1.665667,-2.729659,35.835500
1733985309.000000,-1.084500,-3.242627,37.330852
1733985310.000000,-1.238674,-2.942300,37.217065
1733985311.000000,-1.445771,-2.979187,38.106880
1733985312.000000,-1.180516,-3.468256,39.416246
1733985313.000000,-1.075611,-3.537081,40.135776
1733985314.000000,-1.399884,-3.352516,40.124195
1733985315.000000,-0.813346,-3.729309,40.976442
1733985316.000000,-0.742288,-3.146832,39.491343
1733985317.000000,-0.764082,-3.618735,40.998375
1733985318.000000,-1.233213,-2.690471,38.637924
1733985319.000000,-0.679598,-1.757864,35.765957
1733985320.000000,-0.567111,-1.135447,34.300956
1733985321.000000,-1.107731,-0.235990,34.090341
1733985322.000000,-0.809365,1.523052,27.924933
1733985323.000000,-1.765316,2.401314,25.825324
1733985324.000000,-4.168544,2.869106,28.448938
1733985325.000000,-7.364905,1.518014,34.264291
1733985326.000000,-7.490432,1.076347,34.147496
1733985327.000000,-9.564579,-0.488784,41.163599
1733985328.000000,-10.180095,-0.997325,43.509614
1733985329.000000,-10.496967,-0.528728,43.369625
1733985330.000000,-12.619577,-2.525892,52.135449
1733985331.000000,-11.990707,-2.769291,50.866224
1733985332.000000,-8.842552,3.135412,36.372793
1733985333.000000,-9.350615,5.588418,48.779954
1733985334.000000,-7.754885,7.830207,47.975589
1733985335.000000,-7.819251,5.900915,49.710389
1733985336.000000,-7.882013,7.734630,46.917508
1733985337.000000,-7.768529,10.282965,48.609310
1733985338.000000,-0.447078,16.659154,31.689339
1733985339.000000,-0.588723,18.729640,29.006738
1733985340.000000,0.436351,17.554100,24.836383
1733985341.000000,-1.282593,16.543744,27.899304
1733985342.000000,-2.227963,16.510820,29.803482
1733985343.000000,0.244067,17.441766,40.375104
1733985344.000000,-3.739820,17.683253,34.737832
1733985345.000000,-5.491740,16.543868,40.795998
1733985346.000000,-6.685721,17.709432,44.666887
1733985347.000000,-7.202887,15.820679,40.712016
1733985348.000000,-4.090477,13.072349,32.082890
1733985349.000000,-3.388781,14.884779,32.822351
1733985350.000000,-2.057109,15.468206,32.546580
1733985351.000000,-1.252644,11.721983,36.657853
1733985352.000000,-5.066508,10.503606,28.980429
1733985353.000000,-6.663783,12.586690,24.611855
1733985354.000000,-8.388094,14.437463,23.195142
1733985355.000000,-3.556735,17.281007,37.319271
1733985356.000000,-2.194176,17.219615,34.653270
1733985357.000000,-2.051088,15.491501,35.424914
1733985358.000000,-0.451604,10.962563,35.198600
1733985359.000000,-2.267497,12.869969,33.048953
1733985360.000000,-2.619035,10.388719,35.212416
1733985361.000000,-0.669200,18.090406,34.216291
1733985362.000000,-1.164676,19.796696,31.238990
1733985363.000000,-1.620135,21.303779,30.919376
1733985364.000000,0.808831,24.742248,32.167935
1733985365.000000,-3.532950,18.750292,39.956474
1733985366.000000,-2.440740,17.478233,38.530024
1733985367.000000,-5.872992,13.625592,43.765823
1733985368.000000,-5.998612,8.761156,48.653378
1733985369.000000,-0.069432,13.776584,22.786671
1733985370.000000,3.661979,13.627990,22.055780
1733985371.000000,5.359480,15.164244,23.948745
1733985372.000000,1.499287,5.823878,48.434794
1733985373.000000,-3.547707,1.076872,71.717315
1733985374.000000,-5.058660,-0.358354,67.790012
1733985375.000000,-4.910214,-1.067396,63.598124
1733985376.000000,0.896282,3.405291,36.042056
1733985377.000000,4.340041,6.457406,38.691302
1733985378.000000,5.918869,11.760694,41.381838
1733985379.000000,9.504447,15.930086,40.796525
1733985380.000000,9.012193,15.999392,38.894086
1733985381.000000,7.794969,14.120380,41.766018
1733985382.000000,7.961671,11.775451,36.455837
1733985383.000000,3.571850,8.243935,27.926074
1733985384.000000,5.895250,6.701163,34.585021
1733985385.000000,5.961507,2.567722,35.633755
1733985386.000000,4.807991,-0.679917,38.379550
1733985387.000000,2.960344,-0.445815,36.300085
1733985388.000000,2.616340,-0.917716,34.409904
1733985389.000000,1.557032,-0.031018,30.853953
1733985390.000000,0.460059,2.716256,27.727395
1733985391.000000,-0.880965,3.854139,22.705019
1733985392.000000,-1.231643,3.420993,21.572663
1733985393.000000,-0.440657,3.815329,21.207529
1733985394.000000,-0.673612,5.165822,20.235903
1733985395.000000,-2.646432,6.997388,21.623062
1733985396.000000,-4.039011,6.826909,16.823182
1733985397.000000,-4.279688,6.727566,18.118754
1733985398.000000,-5.903857,7.895257,21.311419
1733985399.000000,-7.271367,8.099957,21.396215
1733985400.000000,-7.024061,6.904825,21.051137
1733985401.000000,-6.404453,5.846623,20.815780
1733985402.000000,-5.920496,5.626414,20.439568
1733985403.000000,-5.539851,5.416582,20.052414
1733985404.000000,-6.142520,5.803235,22.734404
1733985405.000000,-4.228304,4.429442,23.261171
1733985406.000000,-4.629483,4.141420,25.558876
1733985407.000000,-6.777732,4.909330,26.764327
1733985408.000000,-4.418319,4.515895,22.140803
1733985409.000000,-3.542124,3.947979,25.092681
1733985410.000000,-2.166080,4.075138,23.187853
1733985411.000000,-1.682050,5.300837,21.674802
1733985412.000000,-3.088753,6.299688,20.953550
1733985413.000000,-2.565530,5.880368,21.766463
1733985414.000000,-2.073666,6.233921,20.670928
1733985415.000000,-2.178925,5.768851,21.356488
1733985416.000000,-2.380447,6.222550,18.594818
1733985417.000000,-2.168606,5.794367,19.261992
1733985418.000000,-1.926651,5.480268,20.569127
1733985419.000000,-1.963094,5.240846,17.296929
1733985420.000000,-1.409616,4.869980,20.094471
1733985421.000000,-0.820129,2.035004,24.977741
1733985422.000000,-0.883402,0.185669,30.988089
1733985423.000000,-0.340877,-2.306374,31.552258
1733985424.000000,-0.089120,1.748648,29.306672
1733985425.000000,-1.036299,3.799145,26.944274
1733985426.000000,-2.087081,5.630468,25.035014
1733985427.000000,-2.602024,6.506820,26.938620
1733985428.000000,-3.351412,5.876401,27.718385
1733985429.000000,-3.135804,5.341040,26.941944
1733985430.000000,-2.109426,6.274994,29.663776
1733985431.000000,-2.310557,5.180844,30.095755
1733985432.000000,-0.478790,3.762914,31.246248
