epoch,split,week,tow,time_gps_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,ref_sys_id,cb_m,cd_mps,inter_gnss_m,ibb_m,used_obs,rejected_obs,pdop,r_inflation,gt_lat_deg,gt_lon_deg,gt_h_m,pred_lat_deg,pred_lon_deg,pred_h_m,enu_e_m,enu_n_m,enu_u_m,enu_3d_m,init_ok
52,train,2206,379390.505098237,1334568190.5051,-2399703.3791797636,5383205.474873464,2429710.5185583755,0.0,0.0,0.0,0,-29467.355607422538,-574.1662303971535,2:-0.046971;3:0.000000;6:23.894896,,14,0,1.809077587262465,1.0,22.5395181480187,114.02616924577,5.47843859907406,22.539589730603062,114.02616189171987,9.847489248029888,-0.7564898289203725,7.926897666507347,4.369045652364339,9.082760780125353,1
53,train,2206,379391.005099188,1334568191.0051,-2399703.334102835,5383205.210243195,2429710.63643148,0.0,0.0,0.0,0,-29754.506865266325,-574.1696904235521,2:-0.091017;3:0.000000;6:23.894725,,14,0,1.8091148075650638,1.0,22.5395181031133,114.026168997866,5.47873300410311,22.539591613920408,114.02616253890207,9.652481120079756,-0.6644148747662756,8.140424550547174,4.173742860440438,9.172136526133885,1
54,train,2206,379391.505100122,1334568191.5051,-2399703.288424308,5383204.829007578,2429710.7640550854,0.0,0.0,0.0,0,-30041.653749349054,-574.1727026535796,2:-0.126432;3:0.000000;6:23.893522,,14,0,1.8091520305998838,1.0,22.5395180584987,114.026168899571,5.48329369559912,22.539593948071975,114.02616364227327,9.36261694598943,-0.5408029264210588,8.403843478878345,3.8793176612933458,9.271793706717926,1
55,train,2206,379392.005101142,1334568192.0051,-2399703.301541451,5383204.317533628,2429710.9339479194,0.0,0.0,0.0,0,-30328.790907953884,-574.1750066655197,2:-0.144554;3:0.000000;6:23.892596,,14,0,1.809189258631339,1.0,22.539518004155,114.026168798273,5.48680692877157,22.539596963671592,114.02616578318371,9.001197724603117,-0.3101534421741378,8.743801707825677,3.5143847634161345,9.428741365039087,1
56,train,2206,379393.000103014,1334568193.0001,-2399703.490998822,5383203.33681935,2429710.9197831224,0.0,0.0,0.0,0,-30900.162672353443,-574.1773557939321,2:-0.081788;3:0.000000;6:23.886140,,15,0,1.7799906679493784,1.0,22.5395178040812,114.026168798709,5.47782872344971,22.539599679158183,114.02617134710479,8.239690945483744,0.2621460056738306,9.0666633096992,2.7618557369927483,9.481611213907483,1
57,train,2206,379394.000104928,1334568194.0001,-2399703.6048313268,5383202.210009574,2429711.445288094,0.0,0.0,0.0,0,-31474.485116984924,-574.1830853401974,2:-0.039606;3:0.000000;6:23.895694,,15,0,1.7800659130005059,1.0,22.5395176006535,114.026168699865,5.48254038291526,22.539607464275107,114.0261768178068,7.533367467112839,0.8350687410155803,9.951295831499634,2.0508192258206686,10.194679397864311,1
58,train,2206,379395.000106856,1334568195.00011,-2399703.630874306,5383202.482110349,2429715.1354548912,0.0,0.0,0.0,0,-32050.351191468122,-574.2539443504132,2:-0.183144;3:0.000000;6:23.984913,,13,2,1.7801411374257115,1.0,22.5395174998415,114.026168699758,5.48857051228409,22.539637345336555,114.02617597205199,9.187226137146354,0.7480794759755706,13.271424699280294,3.698641700044437,13.797473930990067,1
59,train,2206,379396.000108788,1334568196.00011,-2399703.3798581427,5383202.961339273,2429717.5721886447,0.0,0.0,0.0,0,-32627.896430139514,-574.3864994972007,2:-0.346252;3:0.000000;6:24.179286,,14,1,1.7802161595258295,1.0,22.5395173020785,114.026168898945,5.40046616593472,22.53965650767875,114.02617184645578,10.431159645318985,0.30320177462156594,15.415322893304099,5.030674745666516,16.21825513480553,1
60,train,2206,379397.000110714,1334568197.00011,-2399704.9335981603,5383204.138889041,2429718.5008838507,0.0,0.0,0.0,0,-33204.50172083384,-574.4724060009348,2:-0.379294;3:3.958004;6:24.438485,,16,0,1.7178238778690977,1.0,22.539517405182,114.026169099094,5.32860729253647,22.539658340730398,114.02618098134354,12.364810359664261,1.2222924584041925,15.60689836148791,7.036183755233038,17.163250192113704,1
61,train,2206,379398.000112638,1334568198.00011,-2399705.065181951,5383204.383457632,2429718.3236560547,0.0,0.0,0.0,0,-33780.57439301885,-574.5315919975081,2:-0.349491;3:4.775443;6:24.658913,,16,0,1.71786603076797,1.0,22.5395173967138,114.02616940012,5.23173276864789,22.539655903867846,114.02618118166238,12.552673542872071,1.211933062946049,15.33798366511562,7.320922119872095,17.038733090979736,1
