time,E,N,U
1733987429.000000,-12.729319,-4.234117,-26.832504
1733987430.000000,-11.884560,-4.567782,-23.493847
1733987431.000000,-10.219338,-3.172085,-16.919006
1733987432.000000,-5.372653,-2.040628,-10.343918
1733987433.000000,-1.345350,-1.484739,-6.620582
1733987434.000000,0.444088,-1.047961,-4.635349
1733987435.000000,0.191159,-0.455494,-3.377698
1733987436.000000,0.214439,0.007230,-2.303263
1733987437.000000,0.605686,0.394456,-1.282836
1733987438.000000,0.829376,0.627606,-0.300139
1733987439.000000,1.106167,0.730737,0.605467
1733987440.000000,1.472649,0.842969,1.338474
1733987441.000000,1.101126,0.402625,2.014153
1733987442.000000,1.190034,0.034141,2.851315
1733987443.000000,1.522461,-0.172454,3.631965
1733987444.000000,1.308304,0.148343,4.217770
1733987445.000000,1.152490,0.395901,4.771642
1733987446.000000,0.980567,1.063930,5.112552
1733987447.000000,0.113568,1.496104,4.788906
1733987448.000000,-0.286784,1.734185,4.709778
1733987449.000000,-0.313104,1.840154,4.848026
1733987450.000000,-0.250074,1.972940,4.995485
1733987451.000000,-0.182784,2.120516,5.146496
1733987452.000000,-0.074417,2.184641,5.438340
1733987453.000000,-0.117117,2.253094,5.613899
1733987454.000000,-0.012312,2.511158,5.459240
1733987455.000000,0.051958,2.643015,5.293468
1733987456.000000,0.062024,2.696369,5.088630
1733987457.000000,0.038546,2.695083,4.959100
1733987458.000000,0.027964,2.646478,4.888971
1733987459.000000,0.019883,2.579658,4.889408
1733987460.000000,0.023382,2.548859,4.851623
1733987462.000000,0.070236,2.592589,5.095648
1733987463.000000,0.081213,2.616980,5.046799
1733987464.000000,0.077934,2.614582,5.062009
1733987465.000000,0.068633,2.627480,4.990804
1733987466.000000,0.047830,2.650596,4.953647
1733987467.000000,0.020782,2.662519,4.945176
1733987468.000000,0.013652,2.679875,5.012370
1733987469.000000,0.015723,2.706813,5.098893
1733987470.000000,-0.025573,2.740923,5.226333
1733987471.000000,-0.057840,2.786945,5.279656
1733987472.000000,-0.071870,2.823085,5.352075
1733987473.000000,-0.073349,2.852209,5.403995
1733987474.000000,-0.070191,2.900661,5.469877
1733987475.000000,-0.065693,2.931857,5.531166
1733987476.000000,-0.068120,2.965309,5.586727
1733987477.000000,-0.049790,2.980628,5.565091
1733987478.000000,-0.092005,2.952147,5.478810
1733987479.000000,-0.124547,2.950201,5.363846
1733987480.000000,-0.152098,2.925805,5.228913
1733987481.000000,-0.172559,2.879353,5.028899
1733987482.000000,-0.167549,2.862659,4.940649
1733987483.000000,-0.141124,2.841963,4.852292
1733987484.000000,-0.077429,2.817077,4.627562
1733987485.000000,-0.070167,2.825568,4.350604
1733987486.000000,-0.087335,2.840005,4.048454
1733987487.000000,-0.104452,2.877308,3.830975
1733987488.000000,-0.105772,2.906772,3.645718
1733987489.000000,-0.059699,2.929956,3.395022
1733987490.000000,-0.012889,2.940400,3.118187
1733987491.000000,0.036217,2.931654,2.831282
1733987492.000000,0.078167,2.887245,2.619770
1733987493.000000,0.141449,2.851414,2.511428
1733987494.000000,0.189472,2.838995,2.469457
1733987495.000000,0.207269,2.822227,2.472857
1733987496.000000,0.219769,2.788270,2.579317
1733987497.000000,0.101750,2.664035,2.805530
1733987498.000000,0.135337,2.675600,2.898203
1733987499.000000,0.143978,2.691178,2.960004
1733987500.000000,0.143864,2.667149,3.094030
1733987501.000000,0.140948,2.630601,3.253595
1733987502.000000,0.147795,2.582087,3.368270
1733987503.000000,0.135194,2.527208,3.439580
1733987504.000000,0.105558,2.510118,3.463566
1733987505.000000,0.199908,2.496250,3.535048
1733987506.000000,0.507928,2.470942,3.599382
1733987507.000000,0.777814,2.434804,3.621398
1733987508.000000,1.094210,2.413931,3.653580
