time,E,N,U
1733985414.000000,0.986421,-0.610410,1.199440
1733985415.000000,0.757593,-0.425180,0.793593
1733985416.000000,-0.586652,-0.790865,1.380850
1733985417.000000,-0.992717,-0.726788,1.941699
1733985418.000000,-0.975918,0.061754,1.233063
1733985419.000000,-1.619157,0.702483,0.924596
1733985420.000000,-1.787156,0.521669,2.093638
1733985421.000000,-1.440219,0.384419,2.439265
1733985422.000000,-1.126250,-0.253444,3.638157
1733985423.000000,-1.227281,-1.422500,7.706930
1733985424.000000,-0.781700,-0.205532,6.205345
1733985425.000000,-0.371342,-0.228143,4.562698
1733985426.000000,0.025733,-0.131002,2.781056
1733985427.000000,-0.979677,0.075467,2.065356
1733985428.000000,-0.636175,-0.237000,2.997039
1733985429.000000,-0.309635,-0.797891,4.075264
1733985430.000000,0.964401,-1.266422,4.443237
1733985431.000000,0.700084,-1.463996,5.697320
1733985432.000000,-0.080236,-0.678169,4.353268
1733985433.000000,0.032851,-0.633449,4.062797
1733985434.000000,-0.003284,-0.621411,3.935569
1733985435.000000,-0.102670,-0.600374,3.391027
1733985436.000000,-0.436334,-0.307923,2.884733
1733985437.000000,-0.052000,0.064910,2.493269
1733985438.000000,-0.200323,0.252968,2.808508
1733985439.000000,-0.576155,0.061879,3.126001
1733985440.000000,-0.194942,0.214444,2.019330
1733985441.000000,0.143614,0.063836,1.409487
1733985442.000000,-0.120689,0.412978,1.123646
1733985443.000000,-0.589815,0.602909,2.149290
1733985444.000000,-0.359553,0.429146,1.690613
1733985445.000000,-0.147138,0.326705,1.049664
1733985446.000000,-0.168341,0.147583,0.600716
1733985447.000000,-0.280772,0.148968,0.403355
1733985448.000000,-0.173044,0.122545,0.704458
1733985449.000000,0.283762,0.119134,0.988403
1733985450.000000,0.085409,0.057145,0.904532
1733985451.000000,0.206812,-0.053539,1.275673
1733985452.000000,-0.057476,0.034192,1.216825
1733985453.000000,0.000238,-0.345944,1.060594
1733985454.000000,0.118453,0.003697,1.276213
1733985455.000000,-0.098957,-0.049181,1.332330
1733985456.000000,-0.210271,-0.084853,0.785288
1733985457.000000,-0.290590,-0.280720,0.784004
1733985458.000000,-0.249023,-0.097795,0.722580
1733985459.000000,-0.276148,0.024062,0.689265
1733985460.000000,-0.055797,-0.057988,-0.005446
1733985461.000000,-0.082128,0.081992,0.096034
1733985462.000000,-0.170236,-0.081424,0.514736
1733985463.000000,-0.239902,0.148145,0.247042
1733985464.000000,-0.185025,0.154039,0.228698
1733985465.000000,-0.302255,0.364609,-0.163130
1733985466.000000,-0.492673,0.579949,-0.650742
1733985467.000000,-0.561766,0.767989,-1.094117
1733985468.000000,-0.522437,0.890638,-1.365760
1733985469.000000,-0.370143,0.808384,-1.300693
1733985470.000000,-0.207465,0.758289,-1.125419
1733985471.000000,-0.198504,0.661049,-0.799512
1733985472.000000,-0.170782,0.600616,-0.208417
1733985473.000000,-0.363502,0.552974,0.239052
1733985474.000000,-0.614867,0.517802,0.793966
1733985475.000000,-0.540464,0.449998,0.922086
1733985476.000000,-0.431394,0.506762,0.802203
1733985477.000000,-1.402461,0.601618,0.310750
1733985478.000000,-2.441226,0.988380,-0.839760
1733985479.000000,-3.333437,1.264627,-2.092026
1733985480.000000,-3.942330,1.288758,-3.280437
1733985483.000000,-4.945999,1.616791,-5.438927
1733985484.000000,-5.056444,1.429185,-5.567829
1733985485.000000,-4.900481,1.395164,-5.428967
1733985486.000000,-4.686764,1.274323,-4.940184
1733985487.000000,-4.526515,1.330745,-4.385346
1733985488.000000,-4.378298,1.294300,-3.696784
1733985489.000000,-4.159285,1.018758,-2.701790
1733985490.000000,-3.859041,0.662923,-1.684014
1733985491.000000,-3.432114,0.468692,-0.766963
1733985492.000000,-3.029050,0.231001,0.259537
1733985493.000000,-2.655587,0.085166,1.061772
1733985494.000000,-2.293068,-0.142404,1.869555
1733985495.000000,-1.907541,-0.276491,2.406335
1733985496.000000,-1.345799,-0.473153,2.995114
1733985497.000000,-0.996329,-0.783356,3.460485
1733985498.000000,-0.144495,-1.042627,4.163104
1733985499.000000,-0.452232,-1.129252,4.003665
1733985500.000000,-0.229586,-1.152160,4.068607
1733985501.000000,-0.201248,-1.181615,4.337175
1733985502.000000,-0.437257,-1.239758,4.227232
1733985503.000000,-0.337770,-1.175179,4.361142
1733985504.000000,-0.309871,-1.184000,4.477132
1733985505.000000,-0.519100,-1.187669,4.499515
1733985506.000000,-0.781417,-1.181368,4.589026
1733985507.000000,-0.959076,-1.343154,4.810719
1733985508.000000,-1.002136,-1.404437,4.971116
1733985509.000000,-0.961037,-1.471706,5.344289
1733985510.000000,-0.998926,-1.570606,5.719302
1733985511.000000,-0.993097,-1.722016,5.869231
1733985512.000000,-0.415451,-1.656034,6.434864
1733985513.000000,-0.467411,-1.876209,6.336710
1733985514.000000,-0.582092,-1.962485,5.960182
1733985515.000000,-0.162093,-2.011874,5.818748
1733985516.000000,0.304138,-1.902074,5.800193
1733985517.000000,0.467099,-1.912800,5.736670
1733985518.000000,0.450617,-1.940631,5.561869
1733985519.000000,0.149737,-1.910093,4.869274
1733985520.000000,0.114019,-1.722136,4.622350
1733985521.000000,-0.347859,-1.589733,4.004547
1733985522.000000,-0.524747,-1.134324,3.373054
1733985523.000000,-0.905632,-0.879360,2.696499
1733985524.000000,-1.138747,-0.666997,2.329012
1733985525.000000,-1.122726,-0.483816,2.263219
1733985526.000000,-1.755083,-0.476574,1.699358
1733985527.000000,-1.927216,-0.420966,1.279142
1733985528.000000,-1.841422,-0.277014,1.231630
1733985529.000000,-1.412597,-0.129737,1.589653
1733985530.000000,-0.980800,-0.178477,2.414617
1733985531.000000,-0.704156,-0.234307,2.931172
1733985532.000000,-0.428234,-0.374849,3.392630
1733985533.000000,-0.126852,-0.492401,3.991154
1733985534.000000,0.119258,-0.551426,4.395224
1733985535.000000,0.177831,-0.638018,4.561255
1733985536.000000,0.121682,-0.741075,4.178876
1733985537.000000,0.040955,-0.820888,3.777945
1733985538.000000,-0.493715,-1.017001,3.051184
