time,E,N,U
1733986297.000000,-0.473189,0.106180,-0.397424
1733986298.000000,-0.523540,0.322692,-0.590072
1733986299.000000,-0.483520,0.364167,-0.513348
1733986300.000000,-0.654320,0.589210,-0.548691
1733986301.000000,-0.614224,0.775946,-0.661076
1733986302.000000,-0.450450,0.712495,-0.568970
1733986303.000000,-0.476374,0.606648,-0.258878
1733986304.000000,-0.570093,0.799506,-0.356846
1733986305.000000,-0.455979,0.844194,-0.434508
1733986306.000000,-0.348845,0.723457,-0.377731
1733986307.000000,-0.381976,0.941011,-0.254734
1733986308.000000,-0.405125,0.784050,-0.159621
1733986309.000000,-0.402822,0.499462,0.229977
1733986310.000000,-0.275756,0.553896,0.398937
1733986311.000000,-0.346265,0.576616,0.337672
1733986312.000000,-0.340534,0.571469,0.205776
1733986313.000000,-0.378806,0.542379,0.208858
1733986314.000000,-0.337576,0.516431,0.200204
1733986315.000000,-0.338416,0.569514,0.146001
1733986316.000000,-0.328629,0.635118,0.077218
1733986317.000000,-0.282007,0.744688,-0.064012
1733986318.000000,-0.281310,0.845162,-0.087336
1733986319.000000,-0.261878,0.921325,-0.088259
1733986320.000000,-0.326720,0.993266,-0.067742
1733986322.000000,-0.132003,0.837161,0.261035
1733986323.000000,-0.140169,0.811699,0.467236
1733986324.000000,-0.083364,0.817195,0.641698
1733986325.000000,-0.026234,0.852708,0.723625
1733986326.000000,0.120147,0.817759,0.778434
1733986327.000000,0.163695,0.758678,0.825840
1733986328.000000,0.173934,0.728205,0.813386
1733986329.000000,0.196409,0.624251,0.841415
1733986330.000000,0.251645,0.572732,0.969538
1733986331.000000,0.268148,0.609336,1.131828
1733986332.000000,0.314228,0.514705,1.282423
1733986333.000000,0.315404,0.410103,1.376487
1733986334.000000,0.350923,0.304223,1.434274
1733986335.000000,0.345487,0.236394,1.334727
1733986336.000000,0.302164,0.133962,1.198545
1733986337.000000,0.222419,0.081181,0.989767
1733986338.000000,0.154159,0.159054,0.562636
1733986339.000000,0.042342,0.371497,0.101584
1733986340.000000,-0.214793,0.434706,-0.235803
